#https://webbook.nist.gov/cgi/inchi?ID=C7440213&Mask=1&Type=JANAFG&Table=on#JANAFG
#Molecular weight: 28.0855
#Temperature Cp
#(K)         (J/mol*K)
298.	19.99
300.	20.05
400.	22.15
500.	23.34
600.	24.15
700.	24.80
800.	25.35
900.	25.85
1000.	26.32
1100.	26.77
1200.	27.20
1300.	27.63
1400.	28.05
1500.	28.46
1600.	28.88
